"","year","state","nmfs_name","total_pounds","total_dollars","region"
"320",1989,"LOUISIANA","SHARK, THRESHER, BIGEYE",3101,1917,"Gulf"
"321",1989,"MAINE","SHARK, BLUE",100,29,"New England"
"322",1989,"MAINE","SHARK, DOGFISH, SPINY",4848100,428580,"New England"
"323",1989,"MAINE","SHARK, THRESHER",600,191,"New England"
"324",1989,"MARYLAND","SHARK, BLACKTIP",300,130,"Middle Atlantic"
"325",1989,"MARYLAND","SHARK, DUSKY",1000,312,"Middle Atlantic"
"326",1989,"MARYLAND","SHARK, MAKO, LONGFIN",2000,702,"Middle Atlantic"
"327",1989,"MARYLAND","SHARK, THRESHER",900,326,"Middle Atlantic"
"328",1989,"MARYLAND","SHARK, THRESHER, BIGEYE",1100,440,"Middle Atlantic"
"329",1989,"MARYLAND","SHARK, TIGER",100,23,"Middle Atlantic"
"330",1989,"MASSACHUSETTS","SHARK, DOGFISH, SPINY",815800,65405,"New England"
"331",1989,"MASSACHUSETTS","SHARK, MAKO, LONGFIN",1900,1299,"New England"
"332",1989,"MASSACHUSETTS","SHARK, PORBEAGLE",1200,486,"New England"
"333",1989,"MASSACHUSETTS","SHARK, THRESHER",3800,2229,"New England"
"334",1989,"NEW HAMPSHIRE","SHARK, BLUE",100,92,"New England"
"335",1989,"NEW HAMPSHIRE","SHARK, PORBEAGLE",500,330,"New England"
"336",1989,"NEW JERSEY","SHARK, DOGFISH, SPINY",700,88,"Middle Atlantic"
"337",1989,"NEW JERSEY","SHARK, SANDBAR",2700,423,"Middle Atlantic"
"338",1989,"NEW JERSEY","SHARK, THRESHER",6400,3963,"Middle Atlantic"
"339",1989,"NEW YORK","SHARK, THRESHER",1600,1316,"Great Lakes"
"340",1989,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",51253,49847,"South Atlantic"
"341",1989,"OREGON","SHARK, DOGFISH, SPINY",698,167,"Pacific Coast"
"342",1989,"OREGON","SHARK, TOPE",3264,3133,"Pacific Coast"
"343",1989,"RHODE ISLAND","SHARK, BLUE",900,216,"New England"
"344",1989,"RHODE ISLAND","SHARK, MAKO, SHORTFIN",16000,19256,"New England"
"345",1989,"RHODE ISLAND","SHARK, PORBEAGLE",6100,4103,"New England"
"346",1989,"RHODE ISLAND","SHARK, SAND TIGER",2100,161,"New England"
"347",1989,"RHODE ISLAND","SHARK, SANDBAR",100,7,"New England"
"348",1989,"RHODE ISLAND","SHARK, THRESHER",1900,903,"New England"
"349",1989,"SOUTH CAROLINA","SHARK, MAKO, SHORTFIN",12346,20865,"South Atlantic"
"350",1989,"SOUTH CAROLINA","SHARK, THRESHER",2622,2602,"South Atlantic"
"351",1989,"VIRGINIA","SHARK, DOGFISH, SPINY",16000,5772,"Middle Atlantic"
"352",1989,"VIRGINIA","SHARK, DUSKY",400,161,"Middle Atlantic"
"353",1989,"VIRGINIA","SHARK, SANDBAR",200,82,"Middle Atlantic"
"354",1989,"VIRGINIA","SHARK, THRESHER",2900,1840,"Middle Atlantic"
"355",1989,"WASHINGTON","SHARK, DOGFISH, SPINY",3090296,410545,"Pacific Coast"
"356",1989,"WASHINGTON","SHARK, TOPE",1239,648,"Pacific Coast"
"357",1990,"ALABAMA","SHARK, MAKO, SHORTFIN",1258,1125,"Gulf"
"358",1990,"ALASKA","SHARK, DOGFISH, SPINY",8766,875,"Alaska"
"359",1990,"CALIFORNIA","SHARK, BLUE",43754,10248,"Pacific Coast"
"360",1990,"CALIFORNIA","SHARK, DOGFISH, SPINY",6833,1144,"Pacific Coast"
"361",1990,"CALIFORNIA","SHARK, LEOPARD",41281,29688,"Pacific Coast"
"362",1990,"CALIFORNIA","SHARK, MAKO, SHORTFIN",823042,739139,"Pacific Coast"
"363",1990,"CALIFORNIA","SHARK, PACIFIC ANGEL",501870,164602,"Pacific Coast"
"364",1990,"CALIFORNIA","SHARK, THRESHER",788415,639701,"Pacific Coast"
"365",1990,"CALIFORNIA","SHARK, THRESHER, BIGEYE",67887,34626,"Pacific Coast"
"366",1990,"CALIFORNIA","SHARK, TOPE",127404,102690,"Pacific Coast"
"367",1990,"LOUISIANA","SHARK, BLACKTIP",261028,105278,"Gulf"
"368",1990,"LOUISIANA","SHARK, MAKO, LONGFIN",7701,5237,"Gulf"
"369",1990,"LOUISIANA","SHARK, MAKO, SHORTFIN",12052,8698,"Gulf"
"370",1990,"LOUISIANA","SHARK, THRESHER",2925,951,"Gulf"
"371",1990,"MAINE","SHARK, DOGFISH, SPINY",6365648,745034,"New England"
"372",1990,"MAINE","SHARK, MAKO, LONGFIN",161,29,"New England"
"373",1990,"MAINE","SHARK, PORBEAGLE",4359,3252,"New England"
"374",1990,"MAINE","SHARK, THRESHER",168,56,"New England"
"375",1990,"MARYLAND","SHARK, BLACKTIP",448,168,"Middle Atlantic"
"376",1990,"MARYLAND","SHARK, DOGFISH, SPINY",2179292,237773,"Middle Atlantic"
"377",1990,"MARYLAND","SHARK, DUSKY",2648,976,"Middle Atlantic"
"378",1990,"MARYLAND","SHARK, MAKO, LONGFIN",1057,977,"Middle Atlantic"
"379",1990,"MARYLAND","SHARK, MAKO, SHORTFIN",3604,4987,"Middle Atlantic"
"380",1990,"MARYLAND","SHARK, THRESHER",17,6,"Middle Atlantic"
"381",1990,"MARYLAND","SHARK, THRESHER, BIGEYE",1712,690,"Middle Atlantic"
"382",1990,"MASSACHUSETTS","SHARK, BLUE",136,204,"New England"
"383",1990,"MASSACHUSETTS","SHARK, DOGFISH, SMOOTH",275000,22000,"New England"
"384",1990,"MASSACHUSETTS","SHARK, MAKO, LONGFIN",129,109,"New England"
"385",1990,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",33567,35086,"New England"
"386",1990,"MASSACHUSETTS","SHARK, PORBEAGLE",22867,16411,"New England"
"387",1990,"MASSACHUSETTS","SHARK, THRESHER",1542,496,"New England"
"388",1990,"MISSISSIPPI","SHARK, MAKO, LONGFIN",1581,1281,"Gulf"
"389",1990,"NEW HAMPSHIRE","SHARK, DOGFISH, SPINY",185175,21916,"New England"
"390",1990,"NEW HAMPSHIRE","SHARK, PORBEAGLE",640,709,"New England"
"391",1990,"NEW JERSEY","SHARK, DOGFISH, SPINY",4535309,579898,"Middle Atlantic"
"392",1990,"NEW JERSEY","SHARK, DUSKY",6824,1690,"Middle Atlantic"
"393",1990,"NEW JERSEY","SHARK, SANDBAR",51098,13127,"Middle Atlantic"
"394",1990,"NEW JERSEY","SHARK, THRESHER",4326,1870,"Middle Atlantic"
"395",1990,"NEW YORK","SHARK, DOGFISH, SMOOTH",2210,221,"Great Lakes"
"396",1990,"NEW YORK","SHARK, MAKO, LONGFIN",802,659,"Great Lakes"
"397",1990,"NEW YORK","SHARK, MAKO, SHORTFIN",685,1018,"Great Lakes"
"398",1990,"NEW YORK","SHARK, PORBEAGLE",115,83,"Great Lakes"
"399",1990,"NEW YORK","SHARK, THRESHER",1960,1298,"Great Lakes"
"400",1990,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",77839,76499,"South Atlantic"
"401",1990,"NORTH CAROLINA","SHARK, THRESHER",2617,693,"South Atlantic"
"402",1990,"OREGON","SHARK, DOGFISH, SPINY",15611,2016,"Pacific Coast"
"403",1990,"OREGON","SHARK, THRESHER",655,541,"Pacific Coast"
"404",1990,"OREGON","SHARK, TOPE",3709,2805,"Pacific Coast"
"405",1990,"RHODE ISLAND","SHARK, BLUE",11,2,"New England"
"406",1990,"RHODE ISLAND","SHARK, DOGFISH, SPINY",1081348,92908,"New England"
"407",1990,"RHODE ISLAND","SHARK, DUSKY",49,1,"New England"
"408",1990,"RHODE ISLAND","SHARK, MAKO, SHORTFIN",12801,14395,"New England"
"409",1990,"RHODE ISLAND","SHARK, PORBEAGLE",14195,10820,"New England"
"410",1990,"RHODE ISLAND","SHARK, SAND TIGER",2360,1334,"New England"
"411",1990,"RHODE ISLAND","SHARK, THRESHER",957,227,"New England"
"412",1990,"RHODE ISLAND","SHARK, TIGER",556,0,"New England"
"413",1990,"SOUTH CAROLINA","SHARK, MAKO, SHORTFIN",14838,24257,"South Atlantic"
"414",1990,"TEXAS","SHARK, BLACKTIP",1354,658,"Gulf"
"415",1990,"TEXAS","SHARK, MAKO, LONGFIN",5599,5882,"Gulf"
"416",1990,"VIRGINIA","SHARK, BLACKTIP",15804,5232,"Middle Atlantic"
"417",1990,"VIRGINIA","SHARK, DOGFISH, SMOOTH",26053,10130,"Middle Atlantic"
"418",1990,"VIRGINIA","SHARK, DOGFISH, SPINY",5663,2261,"Middle Atlantic"
"419",1990,"VIRGINIA","SHARK, DUSKY",46012,16363,"Middle Atlantic"
"420",1990,"VIRGINIA","SHARK, LEMON",139,30,"Middle Atlantic"
"421",1990,"VIRGINIA","SHARK, MAKO, LONGFIN",604,217,"Middle Atlantic"
"422",1990,"VIRGINIA","SHARK, SAND TIGER",931,109,"Middle Atlantic"
"423",1990,"VIRGINIA","SHARK, SANDBAR",48613,16332,"Middle Atlantic"
"424",1990,"VIRGINIA","SHARK, THRESHER",11938,4174,"Middle Atlantic"
"425",1990,"VIRGINIA","SHARK, THRESHER, BIGEYE",187,133,"Middle Atlantic"
"426",1990,"VIRGINIA","SHARK, TIGER",878,285,"Middle Atlantic"
"427",1990,"WASHINGTON","SHARK, DOGFISH, SPINY",2993831,426637,"Pacific Coast"
"428",1990,"WASHINGTON","SHARK, TOPE",1376,1135,"Pacific Coast"
"429",1991,"ALASKA","SHARK, DOGFISH, SPINY",5817,879,"Alaska"
"430",1991,"CALIFORNIA","SHARK, BLUE",1200,824,"Pacific Coast"
"431",1991,"CALIFORNIA","SHARK, LEOPARD",48123,34718,"Pacific Coast"
"432",1991,"CALIFORNIA","SHARK, MAKO, SHORTFIN",482022,415137,"Pacific Coast"
"433",1991,"CALIFORNIA","SHARK, PACIFIC ANGEL",363530,119545,"Pacific Coast"
"434",1991,"CALIFORNIA","SHARK, THRESHER",1286676,968600,"Pacific Coast"
"435",1991,"CALIFORNIA","SHARK, THRESHER, BIGEYE",69550,25180,"Pacific Coast"
"436",1991,"CALIFORNIA","SHARK, TOPE",105931,79823,"Pacific Coast"
"437",1991,"FLORIDA-EAST","SHARK, BLACKTIP",122631,64417,"South Atlantic"
"438",1991,"FLORIDA-EAST","SHARK, BULL",1297,648,"South Atlantic"
"439",1991,"FLORIDA-EAST","SHARK, LEMON",934,466,"South Atlantic"
"440",1991,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",3179,4576,"South Atlantic"
"441",1991,"FLORIDA-EAST","SHARK, SANDBAR",1925,961,"South Atlantic"
"442",1991,"FLORIDA-EAST","SHARK, THRESHER",697,521,"South Atlantic"
"443",1991,"FLORIDA-EAST","SHARK, TIGER",1975,986,"South Atlantic"
"444",1991,"FLORIDA-WEST","SHARK, BLACKTIP",47504,25003,"South Atlantic"
"445",1991,"FLORIDA-WEST","SHARK, BULL",10174,5083,"South Atlantic"
"446",1991,"FLORIDA-WEST","SHARK, DUSKY",1481,739,"South Atlantic"
"447",1991,"FLORIDA-WEST","SHARK, LEMON",2937,1467,"South Atlantic"
"448",1991,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",11483,16686,"South Atlantic"
"449",1991,"FLORIDA-WEST","SHARK, SANDBAR",842692,421333,"South Atlantic"
"450",1991,"FLORIDA-WEST","SHARK, THRESHER",3197,2394,"South Atlantic"
"451",1991,"FLORIDA-WEST","SHARK, TIGER",1696,846,"South Atlantic"
"452",1991,"LOUISIANA","SHARK, BLACKTIP",127863,37418,"Gulf"
"453",1991,"LOUISIANA","SHARK, MAKO, SHORTFIN",56620,36944,"Gulf"
"454",1991,"LOUISIANA","SHARK, THRESHER",5015,1864,"Gulf"
"455",1991,"MAINE","SHARK, BLUE",1479,740,"New England"
"456",1991,"MAINE","SHARK, DOGFISH, SPINY",2016167,188472,"New England"
"457",1991,"MAINE","SHARK, MAKO, LONGFIN",1727,1390,"New England"
"458",1991,"MAINE","SHARK, MAKO, SHORTFIN",880,2286,"New England"
"459",1991,"MAINE","SHARK, PORBEAGLE",125,212,"New England"
"460",1991,"MAINE","SHARK, SAND TIGER",101,44,"New England"
"461",1991,"MAINE","SHARK, THRESHER",149,164,"New England"
"462",1991,"MARYLAND","SHARK, BLACKTIP",3576,1246,"Middle Atlantic"
"463",1991,"MARYLAND","SHARK, DOGFISH, SPINY",4939220,476134,"Middle Atlantic"
"464",1991,"MARYLAND","SHARK, DUSKY",1907,493,"Middle Atlantic"
"465",1991,"MARYLAND","SHARK, MAKO, LONGFIN",438,468,"Middle Atlantic"
"466",1991,"MARYLAND","SHARK, MAKO, SHORTFIN",19050,26352,"Middle Atlantic"
"467",1991,"MARYLAND","SHARK, SAND TIGER",54,20,"Middle Atlantic"
"468",1991,"MARYLAND","SHARK, THRESHER",1627,739,"Middle Atlantic"
"469",1991,"MASSACHUSETTS","SHARK, DOGFISH, SMOOTH",4400,450,"New England"
"470",1991,"MASSACHUSETTS","SHARK, MAKO, LONGFIN",4736,3476,"New England"
"471",1991,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",57586,52286,"New England"
"472",1991,"MASSACHUSETTS","SHARK, PORBEAGLE",13972,12783,"New England"
"473",1991,"NEW HAMPSHIRE","SHARK, PORBEAGLE",125,90,"New England"
"474",1991,"NEW JERSEY","SHARK, BLACKTIP",163670,67742,"Middle Atlantic"
"475",1991,"NEW JERSEY","SHARK, BLUE",551,60,"Middle Atlantic"
"476",1991,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",530557,61003,"Middle Atlantic"
"477",1991,"NEW JERSEY","SHARK, DOGFISH, SPINY",2695835,425536,"Middle Atlantic"
"478",1991,"NEW JERSEY","SHARK, DUSKY",18837,5114,"Middle Atlantic"
"479",1991,"NEW JERSEY","SHARK, MAKO, LONGFIN",696,317,"Middle Atlantic"
"480",1991,"NEW JERSEY","SHARK, PORBEAGLE",9241,6398,"Middle Atlantic"
"481",1991,"NEW JERSEY","SHARK, SAND TIGER",498,116,"Middle Atlantic"
"482",1991,"NEW JERSEY","SHARK, SANDBAR",23838,8234,"Middle Atlantic"
"483",1991,"NEW JERSEY","SHARK, THRESHER",12150,4966,"Middle Atlantic"
"484",1991,"NEW JERSEY","SHARK, THRESHER, BIGEYE",88,25,"Middle Atlantic"
"485",1991,"NEW JERSEY","SHARK, TIGER",82,26,"Middle Atlantic"
"486",1991,"NEW YORK","SHARK, MAKO, LONGFIN",2182,2325,"Great Lakes"
"487",1991,"NEW YORK","SHARK, MAKO, SHORTFIN",31659,35995,"Great Lakes"
"488",1991,"NEW YORK","SHARK, NURSE",1043,750,"Great Lakes"
"489",1991,"NEW YORK","SHARK, PORBEAGLE",39,42,"Great Lakes"
"490",1991,"NEW YORK","SHARK, THRESHER",902,535,"Great Lakes"
"491",1991,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",28005,25076,"South Atlantic"
"492",1991,"OREGON","SHARK, DOGFISH, SPINY",145405,18592,"Pacific Coast"
"493",1991,"OREGON","SHARK, TOPE",4719,3130,"Pacific Coast"
"494",1991,"RHODE ISLAND","SHARK, DOGFISH, SPINY",1131637,104326,"New England"
"495",1991,"RHODE ISLAND","SHARK, MAKO, SHORTFIN",13436,16782,"New England"
"496",1991,"RHODE ISLAND","SHARK, PORBEAGLE",10038,7477,"New England"
"497",1991,"RHODE ISLAND","SHARK, SAND TIGER",1250,394,"New England"
"498",1991,"RHODE ISLAND","SHARK, SANDBAR",229,50,"New England"
"499",1991,"RHODE ISLAND","SHARK, THRESHER",1295,532,"New England"
"500",1991,"SOUTH CAROLINA","SHARK, MAKO, SHORTFIN",7999,12819,"South Atlantic"
"501",1991,"TEXAS","SHARK, BLACKTIP",1581,901,"Gulf"
"502",1991,"TEXAS","SHARK, MAKO, LONGFIN",8837,18499,"Gulf"
"503",1991,"VIRGINIA","SHARK, BLACKTIP",33694,12348,"Middle Atlantic"
"504",1991,"VIRGINIA","SHARK, BULL",10133,4515,"Middle Atlantic"
"505",1991,"VIRGINIA","SHARK, DOGFISH, SMOOTH",15864,5767,"Middle Atlantic"
"506",1991,"VIRGINIA","SHARK, DOGFISH, SPINY",163676,16479,"Middle Atlantic"
"507",1991,"VIRGINIA","SHARK, DUSKY",22768,7660,"Middle Atlantic"
"508",1991,"VIRGINIA","SHARK, MAKO, LONGFIN",1154,1362,"Middle Atlantic"
"509",1991,"VIRGINIA","SHARK, MAKO, SHORTFIN",16681,28762,"Middle Atlantic"
"510",1991,"VIRGINIA","SHARK, NURSE",14,15,"Middle Atlantic"
"511",1991,"VIRGINIA","SHARK, PORBEAGLE",3369,3636,"Middle Atlantic"
"512",1991,"VIRGINIA","SHARK, SAND TIGER",1888,276,"Middle Atlantic"
"513",1991,"VIRGINIA","SHARK, SANDBAR",36769,13021,"Middle Atlantic"
"514",1991,"VIRGINIA","SHARK, SHARPNOSE, ATLANTIC",1618,749,"Middle Atlantic"
"515",1991,"VIRGINIA","SHARK, THRESHER",21038,10642,"Middle Atlantic"
"516",1991,"VIRGINIA","SHARK, TIGER",1105,476,"Middle Atlantic"
"517",1991,"VIRGINIA","SHARK, WHITETIP, OCEANIC",322,232,"Middle Atlantic"
"518",1991,"WASHINGTON","SHARK, DOGFISH, SPINY",4721880,652519,"Pacific Coast"
"519",1991,"WASHINGTON","SHARK, TOPE",1132,898,"Pacific Coast"
"520",1992,"ALASKA","SHARK, DOGFISH, SPINY",9930,1424,"Alaska"
"521",1992,"CALIFORNIA","SHARK, BLUE",2880,1690,"Pacific Coast"
"522",1992,"CALIFORNIA","SHARK, DOGFISH, SPINY",3350,520,"Pacific Coast"
"523",1992,"CALIFORNIA","SHARK, LEOPARD",42590,32145,"Pacific Coast"
"524",1992,"CALIFORNIA","SHARK, MAKO, SHORTFIN",312814,230834,"Pacific Coast"
"525",1992,"CALIFORNIA","SHARK, PACIFIC ANGEL",247164,77838,"Pacific Coast"
"526",1992,"CALIFORNIA","SHARK, THRESHER",643343,462985,"Pacific Coast"
"527",1992,"CALIFORNIA","SHARK, THRESHER, BIGEYE",47437,14630,"Pacific Coast"
"528",1992,"CALIFORNIA","SHARK, TOPE",96045,71686,"Pacific Coast"
"529",1992,"CONNECTICUT","SHARK, MAKO, SHORTFIN",110,138,"New England"
"530",1992,"FLORIDA-EAST","SHARK, BLACKTIP",132064,73855,"South Atlantic"
"531",1992,"FLORIDA-EAST","SHARK, BULL",1135,408,"South Atlantic"
"532",1992,"FLORIDA-EAST","SHARK, DUSKY",1246,448,"South Atlantic"
"533",1992,"FLORIDA-EAST","SHARK, LEMON",725,262,"South Atlantic"
"534",1992,"FLORIDA-EAST","SHARK, MAKO, SHORTFIN",6171,6385,"South Atlantic"
"535",1992,"FLORIDA-EAST","SHARK, SANDBAR",171349,86291,"South Atlantic"
"536",1992,"FLORIDA-EAST","SHARK, TIGER",1046,327,"South Atlantic"
"537",1992,"FLORIDA-WEST","SHARK, BLACKTIP",21924,9506,"South Atlantic"
"538",1992,"FLORIDA-WEST","SHARK, BULL",4767,1716,"South Atlantic"
"539",1992,"FLORIDA-WEST","SHARK, DUSKY",3146,1132,"South Atlantic"
"540",1992,"FLORIDA-WEST","SHARK, LEMON",284,94,"South Atlantic"
"541",1992,"FLORIDA-WEST","SHARK, MAKO, SHORTFIN",12191,11432,"South Atlantic"
"542",1992,"FLORIDA-WEST","SHARK, SANDBAR",678440,228898,"South Atlantic"
"543",1992,"FLORIDA-WEST","SHARK, THRESHER",2465,1015,"South Atlantic"
"544",1992,"FLORIDA-WEST","SHARK, TIGER",626,203,"South Atlantic"
"545",1992,"LOUISIANA","SHARK, BLACKTIP",141650,34611,"Gulf"
"546",1992,"LOUISIANA","SHARK, MAKO, SHORTFIN",122483,57876,"Gulf"
"547",1992,"LOUISIANA","SHARK, THRESHER",5725,1457,"Gulf"
"548",1992,"MAINE","SHARK, BLUE",509,183,"New England"
"549",1992,"MAINE","SHARK, DOGFISH, SPINY",1644291,196051,"New England"
"550",1992,"MAINE","SHARK, MAKO, LONGFIN",2409,1542,"New England"
"551",1992,"MAINE","SHARK, MAKO, SHORTFIN",2953,2742,"New England"
"552",1992,"MAINE","SHARK, PORBEAGLE",3817,2924,"New England"
"553",1992,"MAINE","SHARK, THRESHER",1385,923,"New England"
"554",1992,"MARYLAND","SHARK, BLACKTIP",2357,783,"Middle Atlantic"
"555",1992,"MARYLAND","SHARK, BULL",53,11,"Middle Atlantic"
"556",1992,"MARYLAND","SHARK, DOGFISH, SPINY",3063292,294206,"Middle Atlantic"
"557",1992,"MARYLAND","SHARK, DUSKY",1469,275,"Middle Atlantic"
"558",1992,"MARYLAND","SHARK, MAKO, LONGFIN",595,742,"Middle Atlantic"
"559",1992,"MARYLAND","SHARK, MAKO, SHORTFIN",16803,21119,"Middle Atlantic"
"560",1992,"MARYLAND","SHARK, SAND TIGER",596,209,"Middle Atlantic"
"561",1992,"MARYLAND","SHARK, SANDBAR",17258,6653,"Middle Atlantic"
"562",1992,"MARYLAND","SHARK, THRESHER",734,106,"Middle Atlantic"
"563",1992,"MASSACHUSETTS","SHARK, DOGFISH, SMOOTH",9700,1761,"New England"
"564",1992,"MASSACHUSETTS","SHARK, MAKO, LONGFIN",19998,17516,"New England"
"565",1992,"MASSACHUSETTS","SHARK, MAKO, SHORTFIN",69924,63977,"New England"
"566",1992,"MASSACHUSETTS","SHARK, NURSE",4,1,"New England"
"567",1992,"MASSACHUSETTS","SHARK, PORBEAGLE",3179,2007,"New England"
"568",1992,"MASSACHUSETTS","SHARK, SAND TIGER",560,105,"New England"
"569",1992,"NEW HAMPSHIRE","SHARK, DOGFISH, SPINY",402184,50638,"New England"
"570",1992,"NEW HAMPSHIRE","SHARK, PORBEAGLE",397,203,"New England"
"571",1992,"NEW JERSEY","SHARK, BIGNOSE",4018,1166,"Middle Atlantic"
"572",1992,"NEW JERSEY","SHARK, BLACKTIP",125470,52095,"Middle Atlantic"
"573",1992,"NEW JERSEY","SHARK, BLUE",285,52,"Middle Atlantic"
"574",1992,"NEW JERSEY","SHARK, DOGFISH, SMOOTH",809664,115086,"Middle Atlantic"
"575",1992,"NEW JERSEY","SHARK, DOGFISH, SPINY",1441962,136185,"Middle Atlantic"
"576",1992,"NEW JERSEY","SHARK, DUSKY",92171,31641,"Middle Atlantic"
"577",1992,"NEW JERSEY","SHARK, MAKO, LONGFIN",721,115,"Middle Atlantic"
"578",1992,"NEW JERSEY","SHARK, PORBEAGLE",1517,692,"Middle Atlantic"
"579",1992,"NEW JERSEY","SHARK, SAND TIGER",364,65,"Middle Atlantic"
"580",1992,"NEW JERSEY","SHARK, SANDBAR",57502,18371,"Middle Atlantic"
"581",1992,"NEW JERSEY","SHARK, SPINNER",51,11,"Middle Atlantic"
"582",1992,"NEW JERSEY","SHARK, THRESHER",8872,4554,"Middle Atlantic"
"583",1992,"NEW JERSEY","SHARK, THRESHER, BIGEYE",4403,876,"Middle Atlantic"
"584",1992,"NEW JERSEY","SHARK, TIGER",442,127,"Middle Atlantic"
"585",1992,"NEW JERSEY","SHARK, WHITE",83,24,"Middle Atlantic"
"586",1992,"NEW YORK","SHARK, BLACKTIP",103,48,"Great Lakes"
"587",1992,"NEW YORK","SHARK, DUSKY",103,30,"Great Lakes"
"588",1992,"NEW YORK","SHARK, MAKO, LONGFIN",2452,3362,"Great Lakes"
"589",1992,"NEW YORK","SHARK, MAKO, SHORTFIN",40842,45683,"Great Lakes"
"590",1992,"NEW YORK","SHARK, PORBEAGLE",5789,8225,"Great Lakes"
"591",1992,"NEW YORK","SHARK, SANDBAR",21063,7274,"Great Lakes"
"592",1992,"NEW YORK","SHARK, THRESHER",485,124,"Great Lakes"
"593",1992,"NORTH CAROLINA","SHARK, BLACKTIP",66963,12562,"South Atlantic"
"594",1992,"NORTH CAROLINA","SHARK, DUSKY",38665,5025,"South Atlantic"
"595",1992,"NORTH CAROLINA","SHARK, MAKO, SHORTFIN",51581,51673,"South Atlantic"
"596",1992,"NORTH CAROLINA","SHARK, SANDBAR",65614,7191,"South Atlantic"
"597",1992,"NORTH CAROLINA","SHARK, THRESHER",3973,1007,"South Atlantic"
"598",1992,"NORTH CAROLINA","SHARK, TIGER",4790,519,"South Atlantic"
"599",1992,"OREGON","SHARK, DOGFISH, SPINY",24751,4736,"Pacific Coast"
"600",1992,"OREGON","SHARK, THRESHER",1306,1068,"Pacific Coast"
"601",1992,"OREGON","SHARK, TOPE",4442,3656,"Pacific Coast"
"602",1992,"RHODE ISLAND","SHARK, BLUE",61,11,"New England"
"603",1992,"RHODE ISLAND","SHARK, DOGFISH, SPINY",1893,981,"New England"
"604",1992,"RHODE ISLAND","SHARK, DUSKY",1248,144,"New England"
"605",1992,"RHODE ISLAND","SHARK, MAKO, SHORTFIN",5416,5516,"New England"
"606",1992,"RHODE ISLAND","SHARK, PORBEAGLE",13310,7685,"New England"
"607",1992,"RHODE ISLAND","SHARK, SAND TIGER",1184,136,"New England"
"608",1992,"RHODE ISLAND","SHARK, THRESHER",2464,1336,"New England"
"609",1992,"RHODE ISLAND","SHARK, TIGER",321,69,"New England"
"610",1992,"SOUTH CAROLINA","SHARK, MAKO, SHORTFIN",7466,9550,"South Atlantic"
"611",1992,"TEXAS","SHARK, BLACKTIP",176,58,"Gulf"
"612",1992,"VIRGINIA","SHARK, BIGNOSE",14455,4160,"Middle Atlantic"
"613",1992,"VIRGINIA","SHARK, BLACKTIP",13848,5832,"Middle Atlantic"
"614",1992,"VIRGINIA","SHARK, BULL",56,106,"Middle Atlantic"
"615",1992,"VIRGINIA","SHARK, DOGFISH, SMOOTH",7224,3037,"Middle Atlantic"
"616",1992,"VIRGINIA","SHARK, DOGFISH, SPINY",226931,18512,"Middle Atlantic"
"617",1992,"VIRGINIA","SHARK, DUSKY",58951,16564,"Middle Atlantic"
"618",1992,"VIRGINIA","SHARK, MAKO, LONGFIN",1035,1017,"Middle Atlantic"
"619",1992,"VIRGINIA","SHARK, MAKO, SHORTFIN",7482,9686,"Middle Atlantic"
"620",1992,"VIRGINIA","SHARK, PORBEAGLE",295,137,"Middle Atlantic"
"621",1992,"VIRGINIA","SHARK, SAND TIGER",9228,2488,"Middle Atlantic"
"622",1992,"VIRGINIA","SHARK, SANDBAR",25518,7245,"Middle Atlantic"
"623",1992,"VIRGINIA","SHARK, THRESHER",24422,8219,"Middle Atlantic"
"624",1992,"VIRGINIA","SHARK, TIGER",1488,382,"Middle Atlantic"
"625",1992,"VIRGINIA","SHARK, WHITE",183,231,"Middle Atlantic"
"626",1992,"WASHINGTON","SHARK, DOGFISH, SPINY",4338248,577918,"Pacific Coast"
"627",1992,"WASHINGTON","SHARK, TOPE",658,347,"Pacific Coast"
"628",1993,"ALASKA","SHARK, DOGFISH, SPINY",17352,3183,"Alaska"
"629",1993,"CALIFORNIA","SHARK, BLUE",597,461,"Pacific Coast"
"630",1993,"CALIFORNIA","SHARK, DOGFISH, SPINY",6230,1589,"Pacific Coast"
"631",1993,"CALIFORNIA","SHARK, LEOPARD",52253,36191,"Pacific Coast"
"632",1993,"CALIFORNIA","SHARK, MAKO, SHORTFIN",268716,221152,"Pacific Coast"
"633",1993,"CALIFORNIA","SHARK, PACIFIC ANGEL",133312,43804,"Pacific Coast"
"634",1993,"CALIFORNIA","SHARK, THRESHER",606258,457490,"Pacific Coast"
"635",1993,"CALIFORNIA","SHARK, THRESHER, BIGEYE",96133,28191,"Pacific Coast"
"636",1993,"CALIFORNIA","SHARK, TOPE",81752,58664,"Pacific Coast"
"637",1993,"CONNECTICUT","SHARK, MAKO, SHORTFIN",167,150,"New England"
"638",1993,"FLORIDA-EAST","SHARK, BLACKTIP",109387,44476,"South Atlantic"
"639",1993,"FLORIDA-EAST","SHARK, DUSKY",4103,1461,"South Atlantic"
